PMP,INDICE DE MANTENIMIENTO,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,Inicio,Fín,FP,ESTADO,OBSERVACIONES
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138786,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138827,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138868,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138935,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200612139154,,2,INTERNO,EEMM,,,06. JUNIO,4. EJECUTADO,
2025-1,0,CDT - POLICLINICO DE UROLOGÍA,Equipo Urodinamia,ADVANTECH,AQUARIUS CT,NACT-30006389,IM112-23,1,GARANTIA,ATM,05-04-2023,05-04-2025,06. JUNIO,4. EJECUTADO,
2026-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,110818117847,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,1. PENDIENTE,
2026-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,110907119360,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,1. PENDIENTE,
2026-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,111008121806,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,1. PENDIENTE,
2026-1,15,NEONATOLOGIA,Base Humidificadora,Fisher & Paykel,MR850ALU,200719454472,,1,COMPRA DE SERVICIO,MEDIPLEX,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133114,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133260,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,NEONATOLOGIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133282,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133307,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200521133337,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137725,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137743,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137756,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137853,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200609137921,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138593,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138674,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138680,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138682,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138712,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138722,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,URGENCIA ADULTO/PEDIÁTRICO,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138745,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138754,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138786,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138827,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,CARDIOLOGÍA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138833,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138868,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,PEDIATRIA,Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200611138935,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,18,UNIDAD PACIENTE CRITICO (UPC),Equipo de Oxigenoteraia de Alto Flujo (CNAF - Canula nasal de alto flujo),Fisher & Paykel,Airvo 2,200612139154,,2,INTERNO,EEMM,,,06. JUNIO,1. PENDIENTE,
2026-1,0,CDT - POLICLINICO DE UROLOGÍA,Equipo Urodinamia,ADVANTECH,AQUARIUS CT,NACT-30006389,IM112-23,1,GARANTIA,ATM,05-04-2023,05-04-2025,06. JUNIO,1. PENDIENTE,
2025-1,13,PARTOS/PREPARTOS,Cama de Partos,HillRom,AFFINITY P3700,J289AA0202,IM122-00,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,13,PARTOS/PREPARTOS,Cama de Partos,HillRom,AF-600,L342AA4677,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,13,PARTOS/PREPARTOS,Cama de Partos,HillRom,AF-600,T334AA6340,IM121-00,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023371,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023372,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023373,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023374,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023399,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023400,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023401,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023402,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023478,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023479,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023480,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023481,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023508,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023511,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004347151,,1,COMPRA DE SERVICIO,ARQUIMED,29-07-2025,,07. JULIO,4. EJECUTADO,
2025-1,11,PABELLÓN CENTRAL,Lámpara Qx Simple,Mindray,HyLED X9,67-05000033,IM155-23,1,GARANTIA,ARQUIMED,24-01-2023,24-01-2026,07. JULIO,4. EJECUTADO,
2025-1,11,PABELLÓN CENTRAL,Lámpara Qx Simple,Mindray,HyLED X9,67-25000165,IM156-23,1,GARANTIA,ARQUIMED,24-01-2023,24-01-2026,07. JULIO,4. EJECUTADO,
2025-1,11,PABELLÓN CENTRAL,Lámpara Qx Simple,Mindray,HyLED X9,67-25000309,IM154-23,1,GARANTIA,ARQUIMED,24-01-2023,24-01-2026,07. JULIO,4. EJECUTADO,
2025-1,11,PARTOS/PREPARTOS,Lámpara Qx Simple,MINDRAY,HYLED 600,55-05000340,IM157-23,1,GARANTIA,ARQUIMED,,,07. JULIO,4. EJECUTADO,
2025-1,11,PARTOS/PREPARTOS,Lámpara Qx Simple,MINDRAY,HYLED 600,55-05000342,IM158-23,1,GARANTIA,ARQUIMED,,,07. JULIO,4. EJECUTADO,
2025-1,12,LABORATORIO,Microscopio Universal,Leica,DM 1000,306789-092008,,1,COMPRA DE SERVICIO,GALENICA,,,,2. SEM EN CURSO,
2025-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM1000LED,346091,,1,COMPRA DE SERVICIO,GALENICA,,,,2. SEM EN CURSO,
2026-1,13,PARTOS/PREPARTOS,Cama de Partos,HillRom,AFFINITY P3700,J289AA0202,IM122-00,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,13,PARTOS/PREPARTOS,Cama de Partos,HillRom,AF-600,L342AA4677,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,13,PARTOS/PREPARTOS,Cama de Partos,HillRom,AF-600,T334AA6340,IM121-00,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023371,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023372,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023373,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023374,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023399,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023400,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023401,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023402,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023478,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023479,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023480,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023481,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023508,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004023511,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,16,UNIDAD PACIENTE CRITICO (UPC),Cama Electromecánica Alta Complejidad,HillRom,900 ACCELLA,HRP004347151,,1,COMPRA DE SERVICIO,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,11,PABELLÓN CENTRAL,Lámpara Qx Simple,Mindray,HyLED X9,67-05000033,IM155-23,1,GARANTIA,ARQUIMED,24-01-2023,24-01-2026,07. JULIO,1. PENDIENTE,
2026-1,11,PABELLÓN CENTRAL,Lámpara Qx Simple,Mindray,HyLED X9,67-25000165,IM156-23,1,GARANTIA,ARQUIMED,24-01-2023,24-01-2026,07. JULIO,1. PENDIENTE,
2026-1,11,PABELLÓN CENTRAL,Lámpara Qx Simple,Mindray,HyLED X9,67-25000309,IM154-23,1,GARANTIA,ARQUIMED,24-01-2023,24-01-2026,07. JULIO,1. PENDIENTE,
2026-1,11,PARTOS/PREPARTOS,Lámpara Qx Simple,MINDRAY,HYLED 600,55-05000340,IM157-23,1,GARANTIA,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2026-1,11,PARTOS/PREPARTOS,Lámpara Qx Simple,MINDRAY,HYLED 600,55-05000342,IM158-23,1,GARANTIA,ARQUIMED,,,07. JULIO,1. PENDIENTE,
2025-1,12,ANATOMIA PATOLOGICA,Microscopio Universal,Leica,DM3000LED,522073,IM053-22,1,COMPRA DE SERVICIO,GALENICA,,,,2. SEM EN CURSO,
2025-1,12,LABORATORIO,Microscopio Universal,LEICA,DM 1000,S/S,,1,COMPRA DE SERVICIO,GALENICA,,,,2. SEM EN CURSO,
2025-1,12,FARMACIA,Envasadora y selladora automática,OPUSPAC,30G + BC200,MUH0206240096,,1,GARANTIA,FARMAPACK,05-09-2024,05-09-2025,08. AGOSTO,4. EJECUTADO,
2025-1,12,ANATOMIA PATOLOGICA,Gabinete de Extracción de Gases,Esco,SPD-3A1,2022-191790,IM001-23,1,GARANTIA,ARQUIMED,18-08-2023,18-08-2026,08. AGOSTO,4. EJECUTADO,
2025-2,14,PABELLÓN CENTRAL,Equipo Láser Urologico,QUANTA SYSTEM,LITHO 45W,LHT0549-0318,IM041-18,2,CONVENIO,CENCOMEX,09-03-2024,09-03-2026,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,SATURN,101652548,IM130-13,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,SATURN,101658328,IM131-13,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,MARS,101718822,IM125-13,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,TRU SYSTEM3000SBS,107382786,IM126-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,Tru System 3000SBS,107387263,IM124-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,TRU SYSTEM3000SBS,107390313,IM129-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2025-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,TRU SYSTEM3000SBS,107390327,IM127-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,4. EJECUTADO,
2026-1,12,FARMACIA,Envasadora y selladora automática,OPUSPAC,30G + BC200,MUH0206240096,,1,GARANTIA,FARMAPACK,05-09-2024,05-09-2025,08. AGOSTO,1. PENDIENTE,
2026-1,12,ANATOMIA PATOLOGICA,Gabinete de Extracción de Gases,Esco,SPD-3A1,2022-191790,IM001-23,1,GARANTIA,ARQUIMED,18-08-2023,18-08-2026,08. AGOSTO,1. PENDIENTE,
2026-2,14,PABELLÓN CENTRAL,Equipo Láser Urologico,QUANTA SYSTEM,LITHO 45W,LHT0549-0318,IM041-18,2,CONVENIO,CENCOMEX,09-03-2024,09-03-2026,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,SATURN,101652548,IM130-13,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,SATURN,101658328,IM131-13,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,MARS,101718822,IM125-13,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,TRU SYSTEM3000SBS,107382786,IM126-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,Tru System 3000SBS,107387263,IM124-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,TRU SYSTEM3000SBS,107390313,IM129-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2026-2,0,PABELLÓN CENTRAL,Mesa Qx Avanzada,Trumpf Medical,TRU SYSTEM3000SBS,107390327,IM127-18,2,COMPRA DE SERVICIO,RUDOLF,,,08. AGOSTO,1. PENDIENTE,
2025-1,13,CDT - POLICLINICO DE OFTALMOLOGIA,Autoquerátomorefractómetro,HUVITZ,HNT-1P,1RK0001840056,,1,COMPRA DE SERVICIO,OFTOMED,30-09-2025,,09. SEPTIEMBRE,4. EJECUTADO,
2025-1,12,ANATOMIA PATOLOGICA,Gabinete de Extracción de Gases,Prolab,GEG15,03--2734,IM002-03,1,INTERNO,EEMM,,,09. SEPTIEMBRE,4. EJECUTADO,Cambio de filtros
2025-1,12,ANATOMIA PATOLOGICA,Gabinete de Extracción de Gases,Motech,CA15E,CA1532015170,IM003-10,1,INTERNO,EEMM,,,09. SEPTIEMBRE,4. EJECUTADO,Cambio de filtros
2025-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Láser Micropulso,IRIDEX,IQ532,IQG81861C,IM040-19,1,COMPRA DE SERVICIO,OFTOMED,30-09-2025,,09. SEPTIEMBRE,4. EJECUTADO,
2025-1,14,CDT - POLICLINICO DE OFTALMOLOGIA,Láser YAG,LIGHTMED,LIGHTLAS TAG,UYL001901U-080032,IM042-19,1,COMPRA DE SERVICIO,OFTOMED,30-09-2025,,09. SEPTIEMBRE,4. EJECUTADO,
2025-1,12,CDT - ENDOSCOPIA,Reprocesadora de endoscopios,CHOYANG,LB-04E,BI-EWRE-1-ABA,IM058-18,1,COMPRA DE SERVICIO,ARQUIMED,10-09-2025,10-09-2025,09. SEPTIEMBRE,4. EJECUTADO,"Solicitar al menos 2 días, coordinar con recambio de OPA / CAMBIO DE FILTROS EN SEPTIEMBRE Y MARZO"
2025-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Tonómetro de aire,HUVITZ,HRK-1,1NT00P18F0004,,1,COMPRA DE SERVICIO,OFTOMED,30-09-2025,,09. SEPTIEMBRE,4. EJECUTADO,
2026-1,13,CDT - POLICLINICO DE OFTALMOLOGIA,Autoquerátomorefractómetro,HUVITZ,HNT-1P,1RK0001840056,,1,COMPRA DE SERVICIO,OFTOMED,,,09. SEPTIEMBRE,1. PENDIENTE,
2026-1,12,ANATOMIA PATOLOGICA,Gabinete de Extracción de Gases,Prolab,GEG15,03--2734,IM002-03,1,INTERNO,EEMM,,,09. SEPTIEMBRE,1. PENDIENTE,Cambio de filtros
2026-1,12,ANATOMIA PATOLOGICA,Gabinete de Extracción de Gases,Motech,CA15E,CA1532015170,IM003-10,1,INTERNO,EEMM,,,09. SEPTIEMBRE,1. PENDIENTE,Cambio de filtros
2026-1,15,CDT - POLICLINICO DE OFTALMOLOGIA,Láser Micropulso,IRIDEX,IQ532,IQG81861C,IM040-19,1,COMPRA DE SERVICIO,OFTOMED,,,09. SEPTIEMBRE,1. PENDIENTE,
2026-1,14,CDT - POLICLINICO DE OFTALMOLOGIA,Láser YAG,LIGHTMED,LIGHTLAS TAG,UYL001901U-080032,IM042-19,1,COMPRA DE SERVICIO,OFTOMED,,,09. SEPTIEMBRE,1. PENDIENTE,
