PMP,CATEGORÍA,SERVICIO,EQUIPO,MARCA,MODELO,SERIE,NIC,Nuevo NIC (Transición),FRECUENCIA,MANTENIMIENTO INTERNO O MANTENIMIENTO EXTERNO O CONTRATO,PROVEEDOR,FP,PLANILLA MINSAL (LPF),SITUACIÓN (LPF),ESTADO,FORMATO PROTOCOLO (NICOLE),N° GS (NICOLE),FECHA (NICOLE),OBSERVACIÓN MANTENIMIENTO,FECHA REPROGRAMACIÓN,OBERVACIÓN PROGRAMACIÓN,MEMORANDO A CALIDAD,,,,,
2025-1,EC,UCP PEDIÁTRICOS,VENTILADOR MECÁNICO INVASIVO,DRÄGER,EVITA V300,ASPC-0184,VM-001-23,VM001-23,2,GARANTIA,DRÄGER,6-junio,NO,EJECUTADO,6. CERRADO,FÍSICO,SR.137.262,5-6-2025,Equipo operativo,,,,,,,,
2025-1,EC,UCP PEDIÁTRICOS,VENTILADOR MECÁNICO INVASIVO,DRÄGER,EVITA V300,ASPC-0190,VM-002-23,VM002-23,2,GARANTIA,DRÄGER,6-junio,NO,EJECUTADO,6. CERRADO,FÍSICO,SR.137.267,5-6-2025,Equipo operativo,,,,,,,,
2025,ER,LABORATORIO,EQUIPOS QUIMICA CLINICA VITROS,SYSMEM,VITROS 7600,76001176,,,1,COMODATO,ORTHO CLINICA,6-junio,NO,EJECUTADO,6. CERRADO,FÍSICO,500415225,17-06-2025,Equipo operativo,,,,,,,,
2025,ER,IMAGENOLOGÍA,TAC,SIEMENS,Somaton Definition AS,95877,IMG-R05-16,IMG-R05-16,3,CONTRATO,SIEMENS,7-julio,NO,EJECUTADO,6. CERRADO,FÍSICO,480200131573,8-7-2025,Equipo operativo,,,,,,,,
2025,ER,UNIDAD DE MEDICINA NUCLEAR,SPECT CT,SIEMENS,Symbia Intevo Bold,1359,MNU-R04-21,MNU-R04-21,3,CONTRATO,SIEMENS,7-julio,NO,EJECUTADO,6. CERRADO,FÍSICO,480200134021,21-8-2025,Equipo operativo,,,,,,,,
2025-2,ER,IMAGENOLOGÍA,EQUIPO RAYOS X OSTEOPULMONAR DE TECHO,PHILIPS,Digital Diagnost 4 (CL1640),19861048,IMG-R08-20,IMG-R08-20,2,CONTRATO,PHILIPS,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,WO-10930594,12-08-2025,Equipo operativo,,,,,,,,
2025,ER,LABORATORIO,ANALIZADOR AUTOMATIZADO DE QUÍMICA CLÍNICA,ROCHE,C150,B8P4-08,LAB-R07-20,LAB-R07-20,2,COMODATO,ROCHE,8-agosto,NO,EJECUTADO,2. REALIZADO,FÍSICO,,,Pendiente cambio de fecha protocolo,,,,,,,,
2025,ER,LABORATORIO,ANALIZADOR AUTOMATIZADO DE QUÍMICA CLÍNICA,ROCHE,E601,30Z7-10,LAB-R11-20,,2,COMODATO,ROCHE,8-agosto,NO,EJECUTADO,1. ABIERTO,,,,Pendiente cambio de fecha protocolo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X3,DE69483391,MM051-20,MM051-20,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,6. CERRADO,DIGITAL,6602,18-8-2025,"Pantalla parcialmente quebrada, carcasa con observaciones y no se aplica seguridad electrica. Equipo operativo",,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X3,DE61164012,MM052-20,MM052-20,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,6. CERRADO,DIGITAL,6604,18-agosto,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X3,DE61163979,MM053-20,MM053-20,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,6. CERRADO,DIGITAL,6606,18-08-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X3,DE61164014,MM054-20,MM054-20,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,6. CERRADO,DIGITAL,6603,18-08-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X2,DE46662984,MM055-15,MM055-15,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,2. REALIZADO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X2,DE46662990,MM056-15,MM056-15,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,2. REALIZADO,,,,,,,,,,,,
2025-2,EC,UCP PEDIÁTRICOS,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,INTELLIVUE X2,DE46662824,MM057-15,MM057-15,2,INTERNO,EEMM,8-agosto,NO,EJECUTADO,2. REALIZADO,,,,,,,,,,,,
2025,ER,NEONATOLOGÍA,EQUIPO RAYOS X PORTÁTIL,SHIMADZU,Mobile Dart Evolution,410001F32003,NEO-R02-12,NEO-R02-12,3,CONTRATO,ICLINICS,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,OT15804,27-08-2025,Equipo operativo,,,,,,,,
2025,ER,UTI,EQUIPO RAYOS X PORTÁTIL,SHIMADZU,Mobile Dart Evolution,410001B21016,UCE-R02-12,UCE-R02-12,3,CONTRATO,ICLINICS,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,OT15579,06-08-2025,Equipo operativo,,,,,,,,
2025,ER,PABELLÓN QUIRÚRGICO CENTRAL,ARCO EN C,COMED,KMC-950C,336171002153-C,,,3,CONTRATO,ICLINICS,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,OT15578,06-08-2025,Equipo operativo,,,,,,,,
2025,ER,LABORATORIO,EQUIPO AUTOMATIZADO MICROBIOLOGÍA,AMILAB,HB&L Uroquattro,uq4436W,,,1,COMODATO,AMILAB,8-agosto,NO,NE - REPROGRAMACIÓN,6. CERRADO,,6851,21-10-2025,"Se reprograma para diciembre, adjunto carta amilab",Diciembre,,,,,,,
2025,ER,LABORATORIO,EQUIPO AUTOMATIZADO MICROBIOLOGÍA (Identificación de Bacteriologica y levaduras),BIOMERIEUX,Vitek 2 Compact,VK2C14401,,,1,COMODATO,BIOMERIEUX,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,SA-1935877 / 01730995,02-09-2025,Equipo operativo,,,,,,,,
2025,ER,LABORATORIO,EQUIPO AUTOMATIZADO MICROBIOLOGÍA (Línea de Ánalisis de orina completa),AMILAB,DIURI FUS-2000,230200FUS0202,,,4,COMODATO,AMILAB,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,OT712,01-09-2025,Equipo operativo,,,,,,,,
2025,ER,LABORATORIO,EQUIPO AUTOMATIZADO MICROBIOLOGÍA (Línea de Ánalisis de orina completa),AMILAB,DIURI H-500,2200500H0573,,,4,COMODATO,AMILAB,8-agosto,NO,EJECUTADO,6. CERRADO,FÍSICO,OT733,03-09-2025,Equipo operativo,,,,,,,,
2025,ER,LABORATORIO,EQUIPO DETERMINACIÓN ELECTROLÍTO Y GASES COBAS B 221,ROCHE,IB-0003002457,24579,,,2,COMODATO,ROCHE,8-agosto,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025,ER,LABORATORIO,EQUIPO HEMATOLOGÍA (Determinación de Velocidad de Eritrosedimentación),Alifax,Test 1,17454,,,4,COMODATO,VALTEK,8-agosto,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025,ER,LABORATORIO,EQUIPO HEMATOLOGÍA (Determinación de Velocidad de Eritrosedimentación),Alifax,Test 1,17455,,,4,COMODATO,VALTEK,8-agosto,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025,ER,CDT - POLICLÍNICO OFTALOMOLOGÍA,ANGIÓGRAFO RETINAL,CARL ZEISS,VISUCAM 500,1101342,CDT-R15-15,,1,EXTERNO,QUALITEK,9-septiembre,NO,NE - REPROGRAMACIÓN,6. CERRADO,,6886,31-10-2025,"No es posible realizar mantenimiento, proceso de compra SEM-055-25 (19/06) sin V°B° de SDA. Se reprogramará",,,,,,,,
2025-2,ER,CDT - POLICLÍNICO UROLOGÍA,ECOTOMÓGRAFO,MINDRAY,DC40,CT7-21004512,CDT-R22-22,,2,EXTERNO,DATAMEDICA,9-septiembre,NO,EJECUTADO,6. CERRADO,FÍSICO,18819,25-9-2025,Equipo operativo,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,8SXA0EH4,DIA-022-19,HD003-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,8SXA0EH5,DIA-023-19,HD004-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,8SXA0EH6,DIA-024-19,HD005-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,8SXA0E2G,DIA-025-19,HD002-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,8SXA0E29,DIA-026-19,HD001-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWQ,DIA-027-19,HD010-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWS,DIA-028-19,HD011-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWU,DIA-029-19,HD012-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWW,DIA-030-19,HD013-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWB,DIA-031-19,HD006-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWF,DIA-032-19,HD007-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWM,DIA-033-19,HD008-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,HEMODIÁLISIS,MÁQUINA DE DIÁLISIS,FRESENIUS MEDICAL,4008S,9SXA0ZWN,DIA-034-19,HD009-19,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,ER,IMAGENOLOGÍA,EQUIPO RAYOS X OSTEOPULMONAR DE TECHO,IDC,Xplorer 2200,X3C015900155,IMG-R01-09,,2,CONTRATO,LLM,9-septiembre,NO,EJECUTADO,6. CERRADO,FÍSICO,238,21-08-2025,Equipo operativo,,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA DE TRANSPORTE,DRÄGER,TI-500 AIR-SHIELDS,BB-08376,NEO-001-12,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6854,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,NEONATOLOGÍA,INCUBADORA DE TRANSPORTE C/ VENTILADOR MECÁNICO,DRÄGER,TI-500 GLOBETROTTER,BB-08369/BB01638,NEO-002-12,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6855,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PARTOS,INCUBADORA DE TRANSPORTE,DRÄGER,ISOLETTE TI500,KH12789,PAR-012-18,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6877,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PARTOS,INCUBADORA DE TRANSPORTE,DRÄGER,ISOLETTE TI500,KH12790,PAR-013-18,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6878,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,VISTA 120,VTSLH0105,PQA-019-18,MM030-18,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,VISTA 120,VTSLH0119,PQA-020-18,MM029-18,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6860,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASLK-0043,PQA-021-18,PQA-MA009-18,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6857,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO AMBULATORIO,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASLK-0044,PQA-022-18,PQA-MA010-18,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6858,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASEB-0087,PQC-001-12,PQC-MA001-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6861,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASEB-0088,PQC-004-12,PQC-MA002-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6862,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASDB-0110,PQC-005-12,PQC-MA003-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6863,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASDB-0107,PQC-006-12,PQC-MA004-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6864,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASDB-0109,PQC-007-12,PQC-MA005-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6865,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,PERSEUS-A500,ASEA-0022,PQC-031-13,PQC-MA007-13,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY KAPPA,5494860059,PQC-033-13,MM031-13,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6876,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6004514369,PQC-034-12,MM112-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6868,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6004497164,PQC-035-12,MM114-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6869,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6004516367,PQC-036-12,MM111-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6870,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6004516866,PQC-037-12,MM110-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6871,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6005318873,PQC-038-13,MM109-13,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6872,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6005402283,PQC-039-13,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY DELTA,6005196772,PQC-040-14,MM113-14,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6874,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASDB-0108,PQC-041-12,PQC-MA006-12,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6866,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,PABELLÓN QUIRÚRGICO CENTRAL,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,INFINITY EXPLORER C700,324517025,PQC-045-21,,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,1. ABIERTO,,,,,,,,,,,,
2025-2,ER,PABELLÓN QUIRÚRGICO CENTRAL,ARCO EN C,IMS,IMS Taurus,7100A23102,PQC-R33-23,,2,EXTERNO,LLM,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MÁQUINA DE DIÁLISIS,Fresenius medical,4008S Classic,9SXA1JNG,UPC-002-20,HD014-20,2,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,1. ABIERTO,,,,,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,MX550,DE671G2593,UPC-009-21,MM262-21,2,INTERNO,EEMM,9-septiembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6611,23-08-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,MX550,DE671G2592,UPC-010-21,MM263-21,2,INTERNO,EEMM,9-septiembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6612,23-8-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,MX550,DE671G2594,UPC-011-21,MM264-21,2,INTERNO,EEMM,9-septiembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6613,23-08-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,PHILIPS,MX550,DE671G2595,UPC-012-21,MM265-21,2,INTERNO,EEMM,9-septiembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6614,23-08-2025,Equipo operativo,,,,,,,,
2025-2,EC,UCI,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD (TRANSPORTE),PHILIPS,MX100,DE69481922,UPC-027-21,MM152-21,2,INTERNO,EEMM,9-septiembre,NO,EJECUTADO,6. CERRADO,DIGITAL,6605,18-08-2025,"No es posible aplicar seguridad electrica, equipo operativo",,,,,,,,
2025,ER,UCI,Planta de agua portátil,Fresenius medical,AQUA WTU,044S2811,UPC-R08-20,,4,CONTRATO,PENTAFARMA,9-septiembre,NO,EJECUTADO,6. CERRADO,FÍSICO,CL25G15STYF,23-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,QUIMIOTERAPIA AMBULATORIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,MINDRAY,UMEC10,KN-14105582,UQA-005-22,MM271-22,2,GARANTIA,ARQUIMED,9-septiembre,NO,EJECUTADO,6. CERRADO,FÍSICO,OT202941,03-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,QUIMIOTERAPIA AMBULATORIA,MONITOR MULTIPARÁMETROS MEDIANA COMPLEJIDAD,MINDRAY,UMEC10,KN-14105583,UQA-006-23,MM272-22,2,GARANTIA,ARQUIMED,9-septiembre,NO,EJECUTADO,6. CERRADO,FÍSICO,OT202942,03-09-2025,Equipo operativo,,,,,,,,
2025-2,EC,URGENCIA (PABELLÓN),MÁQUINA DE ANESTESIA,DRÄGER,FABIUS GS PREMIUM,ASLB-0186,URG-042-18,PQC-MA008-18,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6880,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025-2,EC,URGENCIA (PABELLÓN),MONITOR MULTIPARÁMETROS ALTA COMPLEJIDAD,DRÄGER,VISTA 120,VTSKM0168,URG-043-18,MM032-18,2,CONTRATO,DRÄGER,9-septiembre,NO,NE - REPROGRAMACIÓN,2. REPROGRAMADO,,6881,29-10-2025,"MP se reprograma de FP septiembre a FP octubre (+/-1). Se realiza inspección de estado de equipo, pruebas de operatividad y fugas, estado de accesorios",,,,,,,,
2025,ER,LABORATORIO,Microscopio de Inmunofluorescencia,CARL ZEISS,PRIMO STAR 3,3180002517,,,1,EXTERNO,QUALITEK,9-septiembre,NO,NE - REPROGRAMACIÓN,6. CERRADO,,6885,31-10-2025,"No es posible realizar mantenimimento, proceso de compra SEM-055-25 (19/06) sin V°B° de SDA. Se reprogramará",,,,,,,,
2025,ER,LABORATORIO,Microscopio de Inmunofluorescencia,CARL ZEISS,PRIMO STAR iLED,3149011832,,,1,EXTERNO,QUALITEK,9-septiembre,NO,NE - REPROGRAMACIÓN,6. CERRADO,,6884,31-10-2025,"No es posible realizar mantenimimento, proceso de compra SEM-055-25 (19/06) sin V°B° de SDA. Se reprogramará",,,,,,,,
