RESPONSABLE CATASTRO,FECHA,SERVICIO CLÍNICO,RECINTO (SECTOR),RECINTO,CLASE,SUBCLASE,NOMBRE EQUIPO,SUB EQUIPO,MARCA,MODELO,SERIE,N° INVENTARIO,NIC,AÑO DE ADQUISICIÓN,ORIGEN,COSTO,PROPIO / ARRIENDO / COMODATO,ESTADO (BUENO / REGULAR / MALO / BAJA),GESTIÓN AMBIENTAL,PMP,CRÍTICO/ RELEVANTE / IM≥12 / NO APLICA,APLICA LICITACIÓN,OBSERVACIÓN
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 1,Mobiliario,Clínico,Camilla de transporte,,STRYKER,TRANSPORT STRETCHER,1204 038729,NO ENCONTRADO,,2012,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 1,Mobiliario,Clínico,Camilla de transporte,,STRYKER,TANSPORT STRETCHER,3601 082082,NO ENCONTRADO,,2006,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 4,Imagenología,Mediano Costo,Control disparador y estativo,,PHILIPS,DMC GMBH,SN16000123,NO ENCONTRADO,,2019,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 3,Imagenología,Mediano Costo,Control disparador y estativo,,PHILIPS,DMC GMBH,SN19000263,NO ENCONTRADO,,2019,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,PASILLO,Mobiliario,Alto Costo,Digitalizador cr,,KONICA MINOLTA,REGIUS 210,1202-50241,NO ENCONTRADO,,2017,1552-612-SE17," $ 85,436,151 ",PROPIO,BUENO,1100 VA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 1,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,C5-1,B117YN,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 1,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,L18-5,B12700,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 2,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,L12-3,B1CPYJ,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 2,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,L18-5,B1DW3H,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 2,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,C5-1,B1GFCR,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 1,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,L12-5 50,BORTMN,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 1,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,L12-3,L1B12644,NO ENCONTRADO,,2015,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,ECOTOMOGRAFÍA 2,Imagenología,Alto Costo,Ecógrafo ,Transductor Ecótomógrafo Epic 5,PHILIPS,L12-5 50,B2D6NN,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 3,Imagenología,Alto Costo,Equipo fluoroscopia,,PHILIPS,RF TABLE COMBIDIAGNOST,18061842,NO ENCONTRADO,,,,,PROPIO,BUENO,40 V / 7 A,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 3,Mobiliario,Mediano Costo,Generador de corriente,,PHILIPS,M-CABINET CXA,SN1986 0223,NO ENCONTRADO,,2019,,,PROPIO,BUENO,230VA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,PASILLO,Auxiliar,Bajo Costo,Impresora papel fotografico,,CODONICS,HORIZON,53C0047C,NO ENCONTRADO,,,,,PROPIO,BUENO,270W,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 1,Apoyo Diagnóstico,Mediano Costo,Inyectora medio de contraste,,BAYER,BAYER,60764873 201307,NO ENCONTRADO,,2017,,,PROPIO,NO UTIILIZADO,500VA,,NO APLICA,,
HERMAN,24-07-2025,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 1,Apoyo Diagnóstico,Mediano Costo,Inyectora medio de contraste,,MEDRAD,STELLANT FLEX,122805,NO ENCONTRADO,,2025,,,COMODATO,BUENO,500VA,,IM>12,,
HERMAN,06-08-2024,PABELLÓN CENTRAL,1ER PISO PABELLÓN CENTRAL,PASILLO,Apoyo Quirúrgico,Alto Costo,Microscopio qx neurocirugia-otorrino,,CARL ZEISS,OPMI VARIO,386438,NO ENCONTRADO,IM049-05,2005,,,PROPIO,SUGERIDO A LA BAJA (REP. PENDIENTE),1700w,,IM>12,Ampolletas,
HERMAN,13-03-2024,PABELLÓN CENTRAL,CDT - PABELLÓN AMBULATORIO,PABELLON 1,Apoyo Quirúrgico,Alto Costo,Microscopio qx oftalmológico,,LEICA,M844/M822 F40,160822001,306MB1P06017176,IM047-23,2023,1552-34-LQ22,"$196,350,000",PROPIO,BUENO,550 VA,,IM>12,Ampolletas,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 2,Imagenología,Alto Costo,Rx osteopulmonar,,IDC,XPLORER 2200,X3C015900155,NO ENCONTRADO,,2009,,,PROPIO,BUENO,1000W,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 2,Imagenología,Alto Costo,Rx osteopulmonar,detector1,IDC,XPLORER 1600,X3C022000156,NO ENCONTRADO,,2009,,,PROPIO,BUENO,1000W,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 5,Imagenología,Alto Costo,Rx osteopulmonar,,PHILIPS,DIGITAL DIAGNOST TH2,19861048,NO ENCONTRADO,,2018,,,PROPIO,BUENO,"230 V / 5,5 A",,RELEVANTE,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS X 3,Mobiliario,Clínico,Silla elevadora de paciente,,GMBH,AK5010MBS,101122,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 4,Apoyo Diagnóstico,Alto Costo,Sistema de Biopsia,,MAMOTOME,MSCM1,MSCM1001240,NO ENCONTRADO,,,,,PROPIO,BUENO,100VA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 5,Apoyo Diagnóstico,Alto Costo,Soporte columna total,,PHILIPS,PATIENT SUPPORT,SN1901 0739,NO ENCONTRADO,,2019,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 3,Mobiliario,Mediano Costo,Touch equipo flluoroscopia,,VILLA SISTEMI MEDICALI,GEO TOUCH SCREEN CONSOLE W/O CABLES,316,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,14-02-2024,IMAGENOLOGIA,1ER PISO - IMAGENOLOGÍA,RAYOS 3,Mobiliario,Alto Costo,Visor portatil,,PHILIPS,CML211 PHE,721828144149,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,9no PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Analizador de desfibrilaor,,FLUKE,IMPULSE 7000DP,3243826,NO ENCONTRADO,,,,,PROPIO,BUENO,120W,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8vo PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Analizador de electrocirugia,,FLUKE,QA-ESII,202521,NO ENCONTRADO,,,,,PROPIO,BUENO,120W,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,7mo PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Analizador de incubadoras,,FLUKE,INCU II,60501353,NO ENCONTRADO,,,,,PROPIO,BUENO,200W,,NO APLICA,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,VOLUMAT MC AGILIA E,21003319,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,AGILIA VP MC,25238356,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,FRESENIUS KABI,INJECTOMAT MC AGILA E,018180/22328703,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,FRESENIUS KABI,AGILIA VP MC,25238355,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,FRESENIUS KABI,AGILIA VP MC,25238357,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,FRESENIUS KABI,AGILIA VP MC,25238358,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,06-09-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,BODEGA EQUIPOS MÉDICOS,BODEGA EQUIPOS MÉDICOS,Apoyo Terapéutico,Mediano Costo,Bomba de jeringa,,FRESENIUS KABI,AGILIA VP MC,25238359,NO APLICA,,,,,COMODATO,BUENO,10 - 15 VA,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,MIDMARK,222-016,V1632207,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,MIDMARK,222-016,V1632385,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,RK002893,NO ENCONTRADO,,2023,,,PROPIO,NO OPERATIVO,1265W,,IM>12,,"Sistema neumatico malo, sin funcionar respaldo"
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,RK002691,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,RK002692,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,RK002878,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,V135116,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,V139204,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,V139625,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Clínico,Mesa ginecologica,,RITTER BY MIDMARK,222-008-202-4,V139640,NO ENCONTRADO,,2023,,,PROPIO,OPERATIVO CON PROBLEMAS,1265W,,IM>12,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Quirúrgico,Alto Costo,Mesa quirurgica mecánica,,AMSCO,2080,400297013,NO ENCONTRADO,,,,,PROPIO,SUGERIDO A LA BAJA (REP. PENDIENTE),NA,,NO APLICA,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Quirúrgico,Alto Costo,Mesa quirurgica mecánica,,AMSCO,2080,400297024,NO ENCONTRADO,,,,,PROPIO,SUGERIDO A LA BAJA (REP. PENDIENTE),NA,,NO APLICA,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Mobiliario,Alto Costo,Monitor pani con spo2,,WELCH ALLYN,6000 SERIES,103000163813,NO ENCONTRADO,,2023,DONACIÓN FEDES,,PROPIO,BUENO,300W,,CRÍTICO,"Accesorios, Baterias",DONACIÓN FEDES
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,6to PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Multimetro digital,,FLUKE,CNX 3000,25490047,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,5to PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Punto de simulación cardiofetal,,FLUKE,MFH-1,3225056,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,4to PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Simulador cardiofetal,,FLUKE,PS-320,3241027,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,3ro PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Simulador de oximetria,,FLUKE,SPOT LIGHT,3245015,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,2DO PISO LABORATORIO,LABORATORIO,Apoyo Industrial,Alto Costo,Simulador de pacientes,,FLUKE,MPS-450,195427,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZT15605,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZT15647,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,8VO PISO MECÁNICO,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZT16784,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZT18992,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70(E)XZZU9263,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70(E)XZZU9453,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70(E)XZZU9671,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZT16539,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZT17508,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,AEONMED,VG70,VG70( E)XZZU9667,NO ENCONTRADO,,2020,,,PROPIO,NO UTIILIZADO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,MEK,MV2000,MV2000UA1C0601,NO ENCONTRADO,,2021,,,PROPIO,BUENO,200 VA,,CRÍTICO,,
HERMAN,23-02-2024,INGENIERIA CLINICA Y EQUIPOS MEDICOS,8VO PISO MECÁNICO,TN8VO PISO NORTE,Apoyo Terapéutico,Alto Costo,Ventilador volumétrico invasivo,,PURITAN BENNETT,840,3510050546,NO ENCONTRADO,,,,,PROPIO,NO UTIILIZADO,1200W,,CRÍTICO,,
HERMAN,16-05-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2004,Apoyo Diagnóstico,Bajo Costo,Balanza silla de ruedas,,HEALTH O METER,1100KL,1100L 03419,NO ENCONTRADO,,2023,DONACIÓN FEDES,0,PROPIO,BUENO,NA,,NO APLICA,,DONACIÓN FEDES
HERMAN,16-05-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2012,Apoyo Quirúrgico,Bajo Costo,Bomba aspiración universal,,MEDIAIR,SUB01-A16,141007187,NO ENCONTRADO,,,,,PROPIO,BUENO,48W,,NO APLICA,,
HERMAN,16-05-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2012,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,VOLUMAT MC AGILIA,22927767,306U2P20126564,,,,,COMODATO,BUENO,15 VA,,IM>12,,
ALEXANDRA,19-02-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2047 - SALA DE PROCEDIMIENTOAMBULATORIO ESTÉRIL,Apoyo Terapéutico,Mediano Costo,Bomba de infusión volumétrica,,FRESENIUS KABI,VOLUMAT MC AGILIA E,019181/22927771,306U2P20476903,,,,,COMODATO,BUENO,15 VA,,IM>12,,
ALEXANDRA,19-02-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2047 - SALA DE PROCEDIMIENTOAMBULATORIO ESTÉRIL,Mobiliario,Clínico,Camilla de transporte,,STRYKER,TRANSPORT STRETCHER,1606038039,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,16-05-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2012,Laboratorio/Farmac,Mediano Costo,Frigobar clinico,,HAIER,HYC-68A,BE07T6EONOOQEG9Q0010,306URUR2P20126093,,2018,,,PROPIO,BUENO,84W,,NO APLICA,,
ALEXANDRA,19-02-2024,INMUNOLOGIA Y VIH,BODEGA DE ARCHIVOS,U2056-A,Mobiliario,Mediano Costo,Monitor multiparámetros,,PHILIPS,EFFICIA CM100,CN54507124,306U2P20296666,,2016,,,PROPIO,BUENO,120 VA,,CRÍTICO,"Accesorios, Baterias",
ALEXANDRA,19-02-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2047 - SALA DE PROCEDIMIENTOAMBULATORIO ESTÉRIL,Imagenología,Bajo Costo,Negatoscopio,,ARQUIMED,MST-PB,201512186,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
ALEXANDRA,19-02-2024,INMUNOLOGIA Y VIH,2DO PISO CDT,U2047 - SALA DE PROCEDIMIENTOAMBULATORIO ESTÉRIL,Imagenología,Bajo Costo,Negatoscopio,,,,XXXXXXXX,NO ENCONTRADO,,,,,PROPIO,BUENO,NA,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Agitador con incubación,,YIHDER,LM-450D,A107091103-4,NO ENCONTRADO,,,,,PROPIO,BUENO,20W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Agitador de tubos,,MAXI MIX II,M37610-33 THERMO,1861071116518,NO ENCONTRADO,,,,,PROPIO,BUENO,20W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Agitador de tubos,,THERMO SCIENTIFIC,M3761033 THERMO,6T376X1 1861080724386,NO ENCONTRADO,,,,,PROPIO,BUENO,20W,,NO APLICA,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Agitador shaker,,DLAB,SK-0180-S,SN234AX0000525,NO ENCONTRADO,,,,,PROPIO,BUENO,20W,,NO APLICA,,
HERMAN,21-07-2025,LABORATORIO,2DO PISO LABORATORIO,MICROBACTERIAS,Laboratorio/Farmac,Mediano Costo,Agitador shaker,,DKMS,VRN-360,9716027,NO ENCONTRADO,,,,,PROPIO,BUENO,20W,,NO APLICA,,
HERMAN,10-09-2024,LABORATORIO,2DO PISO LABORATORIO,2DO PISO LABORATORIO,Laboratorio/Farmac,ALTO COSTO,Analizador automatizado de química clínica,,ROCHE,E601,30Z7-10,,,,,,COMODATO,BUENO,120W,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SALA AUTOCLAVE,Apoyo Diagnóstico,Alto Costo,Analizador de gases y electrolitos,,COBAS,B 221,24579,NO ENCONTRADO,,,,,COMODATO,BUENO,200W,,RELEVANTE,,
HERMAN,20-03-2024,LABORATORIO,2DO PISO LABORATORIO,SALA AUTOCLAVE,Apoyo Diagnóstico,Alto Costo,Analizador de gases y electrolitos,,COBAS,B 221,25080,NO ENCONTRADO,,,,,COMODATO,BUENO,200W,,RELEVANTE,,
ISAIAS,14-02-2024,LABORATORIO,4TO PISO - ALA NORTE - UTI,TN4094,Apoyo Diagnóstico,Alto Costo,Analizador de gases y electrolitos,,COBAS,B 123,42737,NO ENCONTRADO,,,,,COMODATO,BUENO,120W,,RELEVANTE,,
