N°,AÑO,FECHA,TIPO,UNIDAD,CANTIDAD,EQUIPO,MARCA,SERIE,OBSERVACIÓN
AE-086-21,2021,17-06-2021,EQUIPO,UPC,3,BOMBAS DE INFUSIÓN ,HOSPIRA,,
AE-087-21,2021,17-06-2021,EQUIPO,UCE,3,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-088-21,2021,17-06-2021,EQUIPO,UPC,3,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-089-21,2021,17-06-2021,EQUIPO,URGENCIA,1,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-090-21,2021,17-06-2021,EQUIPO,ENDOSCOPIA,1,COLONOSCOPIO,FUJINON,,
AE-091-21,2021,25-06-2021,EQUIPO,ENDOSCOPIA,1,COLONOSCOPIO,FUJINON,,
AE-092-21,2021,30-06-2021,EQUIPO,PEDIATRÍA,1,REFRIGERADOR,ANTECH,,
AE-093-21,2021,02-07-2021,EQUIPO,DON LUIS,1,DATALOGGER,E-ELITECH,,
AE-094-21,2021,05-07-2021,EQUIPO,NEONATOLOGÍA,1,BOMBA DE INFUSION,HOSPIRA,,
AE-095-21,2021,05-07-2021,EQUIPO,NEONATOLOGÍA,3 / 1,03 BOMBAS DE JERINGA / 01 SOPORTE DE BOMBA DE JERINGA,BBRAUN,,
AE-096-21,2021,06-07-2021,EQUIPO,URGENCIA,2,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-097-21,2021,06-07-2021,EQUIPO,NEUROLOGÍA,1,BOMBA DE INFUSIÓN,HOSPIRA,,
AE-098-21,2021,06-07-2021,EQUIPO,UPC,3,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-099-21,2021,06-07-2021,EQUIPO,UVT,1,BASE HUMDIFICADORA,FISHER & PAYKEL,,
AE-100-21,2021,06-07-2021,EQUIPO,UPC,3,BASE DE HUMIDIFICACIÓN ACTIVA,HAMILTON MEDICAL,,
AE-101-21,2021,07-07-2021,EQUIPO,UPC,1 / 1,INTERFACE NPS2 / CABLE DE EXTENSIÓN PIC-TEMP,RAUMEDIC,,
AE-102-21,2021,17-07-2021,EQUIPO,UPC,1,BASE HUMIDIFICADORA,HAMILTON,,
AE-103-21,2021,20-07-2021,EQUIPO,UPC,1,VENTILADOR MECÁNICO,HAMILTON MEDICAL,,
AE-104-21,2021,22-07-2021,ACCESORIO,PABELLÓN,2,AMPOLLETAS MICROSCOPIO OFTALMOLOGICO,PHILIPS,,
AE-105-21,2021,22-07-2021,EQUIPO,POLI OTORRINO,2,FONENDOSCOPIO,LITMANN,,
AE-106-21,2021,26-07-2021,ACCESORIO,PARTO,6,VÁLVULAS OXYCALM,ENTONOX,,
AE-107-21,2021,27-07-2021,ACCESORIO,UVT,8,SENSORES DE FLUJO PARA VENTILADOR ,MEK ICS,,
AE-108-21,2021,27-07-2021,ACCESORIO,PABELLÓN CENTRAL,1,CABLE DE ALTA FRECUENCIA,REICH,,
AE-115-21,2021,27-07-2021,EQUIPO,FARMACIA CDT,1,REFRIGERADOR NUEVO,PITEC,,
AE-109-21,2021,03-08-2021,ACCESORIO,GINECOLOGÍA OBSTETRICIA,1,TOCO,COROMETRICS,,
AE-110-21,2021,04-08-2021,MATERIAL GRÁFICO,PABELLÓN CENTRAL,6,"POSTERS DE CAMPAÑA ""CUIDANDO TUS EQUIPOS, TAMBIÉN CUIDAS SUS VIDAS""",NA,,
AE-111-21,2021,04-08-2021,EQUIPO,POLICLINICO UROLOGIA,1,ÓPTICA 0°,REICH,27005AA / 274785,
AE-112-21,2021,04-08-2021,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,,
AE-113-21,2021,04-08-2021,EQUIPO,FARMACIA CENTRAL,1,UPS,CITO POWER,,
AE-114-21,2021,05-08-2021,,,,,,,
AE-116-21,2021,06-08-2021,ACCESORIOS,UCA,02 / 10,02 BANDEJAS / 10 LAVATORIOS ACERADOS,NA,,
AE-117-21,2021,12-08-2021,EQUIPO,PABELLÓN,1,MONITOR MINDRAY,,,
AE-118-21,2021,17-08-2021,EQUIPO,PABELLÓN,1,SELLADORA CON PEDAL,FRE -500,,
AE-119-21,2021,18-08-2021,EQUIPO,UCE,1 / 3,1 VENTILADOR MECANICO / 3 CNAF,HAMILTON /  FISHER & PAYKEL,,
AE-120-21,2021,26-08-2021,EQUIPO,PREVENCIÓN DE RIESGOS,4,TERMÓMETROS INFRARROJOS,YUWELL,,
AE-121-21,2021,26-08-2021,EQUIPO,TRAUMATOLOGÍA,1,CAMA CLINICA,STRYKER,,
AE-122-21,2021,01-09-2021,EQUIPO,UTIC,1,MONITOR MULTIPARÁMETROS SN: KQ-04039086,MINDRAY,KQ-040390861,
AE-123-21,2021,07-09-2021,ACCESORIOS,IMAGENOLOGÍA,1,STEREO PADDLE WITH WINDOW,10501346,,
AE-124-21,2021,07-09-2021,ACCESORIOS,URGENCIA,4,VÁLVULAS PARA VENTILADOR MEK,AE NULA ,,
AE-083-21,2021,08-09-2021,EQUIPOS,UROLOGÍA,6,MONITORES MULTIPARÁMENTROS,NIHON KOHDEN / GENERAL ELECTRIC,,
AE-125-21,2021,08-09-2021,EQUIPO,NEONATOLOGÍA,01 / 01,01 BOMBA DE INFUSIÓN VOLUMETRICA / BOMBA DE JERINGA,HOWKMED,04002643 / 201812001,
AE-126-21,2021,9-9-2021,ACCESORIOS,PABELLÓN,6,CABLES HDMI,NA,NA,
AE-127-21,2021,09-09-2021,EQUIPO,UCE,1,EQUIPO DE TERAPIA DE ALTO FLUJO,RESPIRCARE,302010004200407002,
AE-128-21,2021,14-09-2021,EQUIPO,UCE,2,MONITORES MULTIPARÁMETROS,MINDRAY,04039008 / 04039090,
AE-129-21,2021,20-09-2021,EQUIPO,UPC,2,BASES HUMIDIFICADORAS,HAMILTON,19567 / 19561,
AE-130-21,2021,20-09-2021,ACCESORIOS,PABELLÓN CENTRAL,18,CABLES DE PODER,NA,NA,
AE-131-21,2021,22-09-2021,EQUIPO,UROLOGIA,3,BOMBAS DE INFUSIÓN,HOSPIRA,18298177 / 18316211 / 18316727,
AE-132-21,2021,22-09-2021,EQUIPO,BLOQUE MÉDICO,2,BOMBAS DE INFUSIÓN,HOSPIRA,75211113 / 18298382,
AE-133-21,2021,22-09-2021,EQUIPO,BOQUE QUIRÚRGICO,6,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-134-21,2021,29-09-2021,EQUIPO,GINECOLOGIA Y OBSTETRICIA,5,01 ECÓGRAFO / 03 TRANSDUCTORES / 01 IMPRESORA,SAMSUNG ME,NA,
AE-135-21,2021,06-10-2021,EQUIPO,UCE,1,MONITOR MULTIPARÁMETROS,MINDRAY,KQ-04039094,
AE-136-21,2021,06-10-2021,EQUIPO,PABELLÓN CENTRAL,1,CALENTADOR DE PACIENTES,BAIR HUGGER,102263,
AE-137-21,2021,07-10-2021,EQUIPO,UCA,3,BOMBAS ENTERALES (PENDIENTE POR FALTA DE CABLES),FRESENIUS KABI,22717456 / 22717395 / 22893054,
AE-138-21,2021,15-10-2021,EQUIPO,ENDOSCOPIA,1,VIDEOCOLONOSCOPIO,FUJINON,1C654K487,
AE-139-21,2021,19-10-2021,EQUIPO,CDT,2,MONITORES DE SIGNOS VITALES,NORTHERN,G1119259 / G1119264,
AE-140-21,2021,25-10-2021,EQUIPO,UPC,1,BOMBA DE INFUSIÓN,HOSPIRA,20145941,
AE-141-21,2021,27-10-2021,EQUIPO,ENDOSCOPIA,1,COLONOSCOPIO,FUJINON,1C667K065,
AE-142-21,2021,29-10-2021,EQUIPO,UCA,3,BOMBAS ENTERALES,FRESENIUS KABI,22717456 / 22717395 / 22893054,
AE-143-21,2021,03-11-2021,ACESSORIOS,PABELLÓN AMBULATORIO,2,CABLE TRONCAL PRESIÓN INVASIVA,PHILIPS Y MINDRAY,2008280324 / 2008280297,
AE-144-21,2021,03-11-2021,EQUIPO ,PABELLÓN QUIRÚRGICO CENTRAL ,2,ELECTROBISTURÍ,MEDTRONIC,S2F05210AX / F6K50446A,
AE-145-21,2021,04-11-2021,EQUIPO,PABELLÓN AMBULATORIO,1,SELLADORA,IMPULSE SEALER,NA,
AE-146-21,2021,04-11-2021,EQUIPO,PABELLÓN QUIRÚRGICO CENTRAL,1,CABEZAL DE MOTOR,SYNTHES,5357,
AE-147-21,2021,05-11-2021,EQUIPO,ENDOSCOPÍA,1,VIDEODUODENOSCOPIO,FUJINON,2D103L227,
AE-148-21,2021,24-11-2021,EQUIPO,POLI CURACIONES,1,SATUROMETRO,YUWELL,B2007000313,
AE-149-21,2021,24-11-2021,ACCESORIOS,PABELLÓN CENTRAL,1,SET DE LARINGOSCOPIO,KAWE,NA,
AE-150-21,2021,30-11-2021,EQUIPOS,NEONATOLOGÍA,01 / 02,VENTILADOR MECÁNICO / INCUBADORAS,SLE / ATOM,55185 / 180600415 / 181200576,
AE-151-21,2021,06-12-2021,EQUIPO,PABELLÓN QUIRÚRGICO CENTRAL,1,CABEZAL ACOPLE RÁPIDO MOTOR SYNTHES,SYNTHES,10054,
AE-152-21,2021,15-12-2021,EQUIPO,PABELLÓN CENTRAL,1,BOMBA DE JERINGA,FRESENIUS KABI,082381 / 21035062,
AE-153-21,2021,20-12-2021,ACCESORIOS,ENDOSCOPIA,01 / 01,01 CILINDRO DE GAS ARGÓN / 01 MANOMETRO,NA,NA,
AE-154-21,2021,21-12-2021,EQUIPO,CLÍNICA ATACAMA,1,CNAF AIRVO 2,FISHER&PAYKEL,200521133337,
AE-155-21,2021,29-12-2021,EQUIPO,PABELLÓN CENTRAL,1,CALENTADOR DE PACIENTES,BAIR HUGGER,102268,
AE-156-21,2021,29-12-2021,ACCESORIOS,SAMU SSA,1,PULMÓN DE PRUEBA,FUJINON,NA,
AE-157-21,2021,31-12-2021,EQUIPO,ENDOSCOPÍA,1,COLONOSCOPIO,FUJINON,1C667K065,
AE-001-22,2022,07-01-2022,EQUIPOS,ENDOSCOPÍA,VARIOS,OC. 1552-1246-SE21,NA,NA,
AE-002-22,2022,18-01-2022,EQUIPOS,PABELLÓN CENTRAL,02 / 01 / 01,02 MONITORES MULTIPARÁMETROS / 01 VAPORIZADOR / 01 CAPNÓGRAFO,DRAGER,6004514369 - 6005402283 / ASDB-0122 / ASDA-0021,
AE-003-22,2022,19-1-2022,EQUIPOS,PABELLÓN CENTRAL,1,FACOEMULSIFICADOR,ABBOTT,201053083,
AE-004-22,2022,20-01-2022,ACCESORIO,POLICARDIOLOGIA,1,CABEZAL DE PROGRAMADOR DE MARCAPASO,MEDTRONIC,INP046611R,
AE-124-22,2022,12-12-2022,EQUIPO,ESTERILIZACIÓN,1,LÁMPARA DE TRABAJO CON LUPA,MIMSAL,09340-8,
AE-005-22,2022,03-02-2022,,PABELLÓN CENTRAL,,,,,
AE-006-22,2022,04-02-2022,EQUIPO,CLÍNICA ATACAMA,1,VENTILADOR,AEONMED,XZZT16539,
AE-007-22,2022,07-02-2022,EQUIPO,PABELLÓN CENTRAL,1,PINZAS,KARL STORZ,38151,
AE-008-22,2022,16-02-2022,CARRO,PABELLON,2,PORTA BOMBA ANESTESIA,FRESENIUS KABI,NA,
AE-009-22,2022,28-02-2022,EQUIPO,MEDICINA NUCLEAR,1,MEDIDOR DE RADIACÓN,RADIATION ALERT,,
AE-010-22,2022,02-03-2022,EQUIPO,UPC,1,VIDEOFIBROBRONCOSCOPIO,KARL STORZ,66328,
AE-011-22,2022,03-03-2022,EQUIPO,URGENCIA,4,BOMBAS DE INFUSIÓN,HOSPIRA,NA,
AE-012-22,2022,10-03-2022,EQUIPO,POLICARDIOLOGIA,1,OXIMETRO DE PULSO,YUWELL,B2007000595,
AE-013-22,2022,15-03-2022,EQUIPO,UPC,1,VIDEOFIBROBRONCOSCOPIO,KARL STORZ,66328,
AE-014-22,2022,16-03-2022,EQUIPO,CIRUGIA,1,MONITOR DE BAJA COMPLEJIDAD,PHILIPS,CN42718891,
AE-015-22,2022,16-03-2022,EQUIPO,,1,MONITOR DE PRESIÓN,,,
AE-016-22,2022,16-03-2022,EQUIPO,CIRUGIA,1,BOMBAS DE INFUSIÓN,HOSPIRA,18298194,
AE-017-22,2022,16-03-2022,EQUIPO,UTIC,1,MONITOR MULTIPARAMETROS,MINDRAY,KQ-04039767,
AE-018-22,2022,17-03-2022,EQUIPO,CIRUGIA,1,BOMBAS DE INFUSIÓN,HOSPIRA,18305852,
AE-019-22,2022,22-03-2022,EQUIPO,PARTO,1,ULTRASONIDO,COROMETRICS,NA,
AE-020-22,2022,22-03-2022,EQUIPO,PQA,4,TOMA DE O2,AMVEX,NA,
AE-021-22,2022,24-03-2022,EQUIPO,PABELLÓN CENTRAL,1,PIERNERA,SCHUREMED,406167,
AE-022-22,2022,30-03-2022,EQUIPO,PABELLÓN AMBULATORIO,2,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-023-22,2022,01-04-2022,EQUIPO,PARTO,1,BOMBAS DE INFUSIÓN,HOSPIRA,,
AE-024-22,2022,04-04-2022,EQUIPO,NEUROLOGÍA,1,BOMBA DE COMPRESIÓN NEUMÁTICA,COVIDIEM,V1641560SX,
AE-025-22,2022,04-04-2022,EQUIPO,NEUROLOGÍA,1,BOMBA DE COMPRESIÓN NEUMÁTICA,COVIDIEN,V1641560SX,
AE-026-22,2022,08-04-2022,EQUIPO,CLÍNICA ATACAMA,1,VENTILADOR ,AEONMED,XZZT16539,
AE-027-22,2022,08-04-2022,ACCESORIO,ANATOMÍA PATOLÓGICA,1,REJILLA DE ACERO INOXIDABLE,MEMMERT,E20164,
AE-028-22,2022,11-04-2022,EQUIPO,UCI,02 / 02,02 MARCAPASOS / 02 CABLES,MEDTRONIC,MDB09702UP - MDB10480UP / SN,
AE-029-22,2022,19-04-2022,EQUIPO,PABELLÓN CENTRAL,01 / 01,01 BOMBA DE MEDICAMENTOS / 01 MONITOR,FRESENIUS KABI,21031966 / 082018-040085,
AE-030-22,2022,21-04-2022,EQUIPO,URGENCIA,1,MONITOR ,PHILIPS,CN54508854,
AE-031-22,2022,21-04-2022,EQUIPO,PABELLÓN AMBULATORIO,1,CONTROL DE MESA QUIRÚRGICA,TRUMPF MEDICAL,100000725,
AE-032-22,2022,21-04-2022,EQUIPO,PABELLÓN CENTRAL,1,CONTROL DE MESA QUIRÚRGICA,TRUMPF MEDICAL,100000744,
AE-033-22,2022,29-04-2022,ACCESORIO,UPC,5,CABLES DE MARCAPASO TRANSITORIO 584,MEDTRONIC,NA,
AE-034-22,2022,06-05-2022,ACCESORIO,PABELLÓN CENTRAL,1,CABLE DE CONEXIÓN DE VIDEOLARINGOSCOPIO C-MAC,STORZ,MODELO 8403X,
AE-035-22,2022,06-05-2022,ACCESORIO,UPC,1,CABLE DE CONEXIÓN DE VIDEOLARINGOSCOPIO C-MAC,STORZ,MODELO 8403X,
AE-036-22,2022,19-05-2022,EQUIPO,PABELLÓN AMBULATORIO,2,MONITOR MULTIPARÁMETROS,MINDRAY,CN54507582 / CN54507583,
AE-037-22,2022,26-05-2022,EQUIPO,PABELLÓN CENTRAL,1,MONTOR MULTIPARÁMETROS,MINDRAY,KQ-04039700,
AE-038-22,2022,27-05-2022,INSTRUMENTALES,POLI UROLOGÍA,VARIOS,VARIOS INSTRUMENTALES,R. WOLF / KARL STORZ,,
AE-039-22,2022,30-05-2022,EQUIPO,PABELLÓN CENTRAL,1,BOMBA DE MEDICAMENTOS,FRESENIUS KABI,23614166,
AE-040-22,2022,30-05-2022,EQUIPO,PABELLÓN CENTRAL,1,INSULFADOR DE VIDEOLAPAROSCOPÍA,KARL STORZ,WR24811,
AE-041-22,2022,31-05-2022,EQUIPO,PABELLÓN CENTRAL,1,VIDEODUODENOSCOPIO,FUJINON,2D103L228,
AE-042-22,2022,03-06-2022,EQUIPO,OTORRINO,1,AURICULAR AUDIOMÉTRICO (FONOS DE COPA),INTERACUSTIC,912914,
AE-043-22,2022,07-06-2022,ACCESORIO,PABELLÓN CENTRAL,2,PEDALES,VALLEYLAB,LOT. 379103 / 386378,
AE-044-22,2022,10-06-2022,EQUIPO,PABELLÓN CENTRAL,1,FACOEMULSIFICADOR,ABOTT,201053308,
AE-045-22,2022,14-06-2022,EQUIPO,CIRUGÍA,57,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-046-22,2022,14-06-2022,EQUIPO,TRAUMATOLOGÍA,16,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-047-22,2022,14-06-2022,EQUIPO,UROLOGÍA,15,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-048-22,2022,14-06-2022,EQUIPO,PABELLÓN CENTRAL,6,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-049-22,2022,14-06-2022,EQUIPO,URGENCIA,20,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-050-22,2022,14-06-2022,EQUIPO,NEUROLOGÍA,30,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-051-22,2022,14-06-2022,EQUIPO,MEDICINA,50,BOMBAS DE INFUSIÓN,FRESENIUS KABI,VARIOS,
AE-052-22,2022,14-06-2022,EQUIPO,HEMODIALISIS,1,TOMA PRESIÓN ,WILLCH ALLYN,(21) 100095503818,
AE-053-22,2022,23-06-2022,EQUIPO,URGENCIA MATERNIDAD,1,TRANSDUCTOR,GENERAL ELECTRIC,301280WX54,
AE-054-22,2022,29-06-2022,,PABELLÓN CENTRAL,1,PIEZA DE MANO DE VITRECTOR,CONSTELLATION,2102075505X,
AE-055-22,2022,30-06-2022,ACCESORIOS,PABELLÓN CENTRAL,VARIOS,,MINDRAY,NA,
AE-056-22,2022,06-07-2022,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJIFILM,1D102K188,Eq. en calidad de préstamo desde el Hopoital Provincial del Husaco
AE-058-22,2022,06-07-2022,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJIFILM,1D102K188,Eq. en calidad de préstamo desde el Hopoital Provincial del Husaco
AE-057-22,2022,07-07-2022,ACCESORIOS,URGENCIA OBTETRICIA,1,TRANSDUCTOR TRANSVAGINAL,GE,505138WX8,
AE-059-22,2022,08-07-2022,ACCESORIOS,PABELLÓN CENTRAL,1,CABLE DE EZFUSOR,NA,NA,
AE-060-22,2022,11-07-2022,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJIFILM,1D102K536,
AE-061-22,2022,11-07-2022,EQUIPO,ENDOSCOPIA,1,VIDEODUODENOSCOPIO,FUJIFILM,1D102K536,
AE-062-22,2022,14-07-2022,EQUIPO,PEDIATRÍA,4,CNAF,FISHER&PAYKEL,(8) (10) (11) (12),
AE-063-22,2022,15-07-2022,ACCESORIO,UCI,1,CONTENEDOR ESTERILIZACIÓN FIBROBRONCOSCOPIO,STORZ,39406AS,
AE-064-22,2022,18-07-2022,EQUIPO,UMT,1,BOMBA DE INFUSIÓN,HOSPIRA,42432211,
AE-065-22,2022,21-07-2022,EQUIPO,UMT,5,BOMBAS DE INFUSIÓN,HOSPIRA,VARIOS,
AE-066-22,2022,21-07-2022,EQUIPO,MEDICINA,2,MONITORES MULTIPARÁMETROS,MIDRAY,KQ-04039620 // KQ-04039746,Eq. entregados con accesorios
AE-067-22,2022,25-07-2022,EQUIPO,POLI NEURO,1,TOMA PRESIÓN,WELCH ALLYN,(21)100095613818,
AE-068-22,2022,25-07-2022,EQUIPO,LABORATORIO,1 / 1,REFRIGERADOR CONGELADOR // CONGELADOR VERTICAL,MIDEA,341-310000EQ // 341-310000EU,
AE-069-22,2022,25-07-2022,EQUIPO,PABELLÓN CENTRAL,2,MONITORES MULTIPARÁMETROS,MINDRAY,KQ-04039125,
AE-070-22,2022,26-07-2022,EQUIPO,MEDICINA,6,MONITORES MULTIPARÁMETROS,MINDRAY,VARIOS,
AE-071-22,2022,29-07-2022,EQUIPO,MEDICINA,1,MANITOR MULTIPARÁMETROS,MINDRAY,KQ-04039066,
AE-072-22,2022,29-07-2022,EQUIPO,POLI CARDIO,2,TOMA PRESIÓN,WELCH ALLYN,(21)100095293818 // (21)100093183818,
AE-073-22,2022,02-08-2022,EQUIPO,MEDICINA,1 / 3 ,01 ECÓGRAFO // 03 TRANSDUCTORES,SONOSITE,WK0T5D // 03HQRJ-03NTK5-03N123,
AE-074-22,2022,03-08-2022,EQUIPO,UMT,1,CARRITO DE ELECTROBISTURÍ,COVIDIEN,LOT. 692329-02X,
AE-075-22,2022,04-08-2022,EQUIPO,UTI,40,BOMBAS DE INFUSIÓN,HOSPIRA,VARIOS,
AE-076-22,2022,04-08-2022,EQUIPO,PEDIATRÍA,25,BOMBAS DE INFUSIÓN,HOSPIRA,VARIOS,
AE-077-22,2022,04-08-2022,EQUIPO,PRE PARTO,8,BOMBAS DE INFUSIÓN,HOSPIRA,VARIOS,
AE-078-22,2022,04-08-2022,EQUIPO,UCI,45,BOMBAS DE INFUSIÓN,HOSPIRA,VARIOS,
AE-079-22,2022,04-08-2022,EQUIPO,CARDIOLOGÍA,24,BOMBAS DE INFUSIÓN,HOSPIRA,VARIOS,
AE-080-22,2022,04-08-2022,EQUIPO,PABELLÓN CENTRAL,1,SCIO FOUR,DRAGER,ARXN-0051,
AE-081-22,2022,04-08-2022,EQUIPO,NEONATOLOGÍA,25,BOMBAS DE INFUSIÓN,HOSPIRA,MUCHOS,
AE-082-22,2022,08-08-2022,EQUIPO,URGENCIA MATERNIDAD,1,BOMBA DE INFUSIÓN,HOSPIRA,42432191,
AE-083-22,2022,08-08-2022,EQUIPO,MATERNIDAD,11,BOMBA DE INFUSIÓN,HOSPIRA,VARIOS,
AE-084-22,2022,16-08-2022,ACCESORIOS,PQC / TRAUMATOLOGÍA,8,VARIOS,DePuy Synthes,VARIOS,
AE-085-22,2022,17-08-2022,ACCESORIOS,PQC / TRAUMATOLOGÍA,2,VARIOS,DePuy Synthes,VARIOS,
AE-086-22,2022,25-08-2022,ACCESORIOS,"LISTA DE ESPERA (6TO PISO, UROLOGÍA)",1,SATUROMETRO,YUMELL,B2007000579,
AE-087-22,2022,29-08-2022,EQUIPO,PABELLÓN CENTRAL,1,CALENTADOR DE PACIENTES,BAIR HUGGER,102263,
AE-088-22,2022,30-08-2022,ACCESORIOS,PQC,1,CONTROL REMOTO PARA MESA QUIRÚRGICA,MAQUET GmbH,7396,
AE-089-22,2022,30-08-2022,EQUIPO,PQC,2,VIDEODUODENOSCOPIO,FUJINON,2D103L228 // 2D103L227,
AE-090-22,2022,06-09-2022,EQUIPO,POLICLÍNICO DE ENFERMEDADES EMERGENTES,1,MONITOR MULTIPARÁMETROS,PHILIPS,CN42718890,
AE-091-22,2022,06-09-2022,EQUIPO,MATERNIDAD,1,MONITOR MULTIPARÁMETROS,PHILIPS,CN42718889,
AE-092-22,2022,07-09-2022,EQUIPO,URGENCIA OBSTETRICA,1,MONITOR MULTIPARÁMETROS,PHILIPS,CN42718892,
AE-093-22,2022,09-09-2022,EQUIPO,UROLOGIA,1,MONITOR MULTIPARAMETROS,PHILIPS,CN42718888,
AE-094-22,2022,13-09-2022,ACCESORIOS,PQC,1,PIERNERA,ALLEN,406657,
AE-095-22,2022,13-09-2022,INSTRUMENTAL,PQC,1,FIBRO-URETERO-RENOSCOPIO,R. WOLF,1100881952,
AE-096-22,2022,15-09-2022,ACCESORIOS,TURNO SDO,4,BATERÍAS CAMAS VOLKER,ULTRACELL,NA,
AE-097-22,2022,21-09-2022,EQUIPO,UCA,1 / 1,BOMBA ENTERAL // SOPORTE,FRESENIUS KABI,,
AE-098-22,2022,22-09-2022,INSTRUMENTAL,PQC,2 / 2,PIEZAS DE MANO DE MOTOR SYNTHES // TAPAS,SYNTHES,(21)24061-(21)24071 // SWISS 005064 SWISS 006717,
AE-099-22,2022,27-09-2022,EQUIPO,"ONCOLOGÍA, CUIDADOS PALEATIVOS",1,MONITOR DE BAJA COMPLEJIDAD,PHILIPS,CN21203748,
AE-100-22,2022,27-09-2022,EQUIPO,ENDOSCOPIA,1,COLONOSCOPIO,FUJIFILM,1C654K487,
AE-101-22,2022,29-09-2022,EQUIPO,UCA,2,BOMBA ENTERAL,FRESENIUS KABI,23406436 // 23522048,
AE-102-22,2022,29-09-2022,EQUIPO,POLI UROLOGÍA ,1,CÁMARA ,OLYMPUS,7355107,
AE-103-22,2022,14-10-2022,EQUIPO,POLI UROLOGÍA ,8,01 ECÓGRAFO / 01 TRANS. CONVEXO / 01 TRANS. LINEAL / 01 TRANS. BIPLANAR / 01 GUÍA BIPSIA T. CONVEXO / 01 GUÍA BIOPSIA,,,Reposición equipos plan cáncer 2022 HRC
AE-104-22,2022,17-10-2022,EQUIPO,LABORATORIO,1,OBJETIVO DE MICROSCOPIO,LEICA,18355,
AE-107-22,2022,17-10-2022,EQUIPO,PQC,VARIOS,"SILLA, CARRO, CABEZAL, ACCESORIOS PARA INTUBACIÓN PARA PAQCIENTE, APOYA BRAZOS, CLAMP, CINTA DE SUJECIÓN DE PACIENTE, COJÍN Y CORREAS",ALLEN,VARIOS,
AE-105-22,2022,20-10-2022,EQUIPO,URGENCIA OBSTÉTRICA,1,01 ECÓGRAFO / 01 TRANS. CONVEXO / 01 UPS,GENERAL ELECTRIC,525099WX8,
AE-106-22,2022,20-10-2022,EQUIPO,URGENCIA,1,01 ECÓGRAFO PORTÁTIL / 01 TRANS. CONVEXO / 01 TRANS. PLANO,GENERAL ELECTRIC,6076901WX0,
AE-108-22,2022,20-10-2022,EQUIPAMIENTO,PABELLÓN CENTRAL,,EQUIPAMIENTO RUDOLF,RUDOLF,GD N°16937,
AE-109-22,2022,24-10-2022,EQUIPO,ONCOLOGÍA,1,BOMBA DE INFUSIÓN PORTÁTIL,SMITHS MEDICAL ASD,429230,
AE-110-22,2022,25-10-2022,EQUIPO,POLI OTORRINO,1,EQUIPO SCREENER AUDITIVO,INTERACOUSTIC,926308,
AE-111-22,2022,27-10-2022,EQUIPO,ENDOSCOPIA,1,GABINETE ENDOSCOPIO,TORVAN MEDICAL,5545,"Proyecto "" Reposición de Equipos Plan Cáncer 2022"""
AE-113-22,2022,03-11-2022,EQUIPO,ANATOMÍA PATOLÓGICA,1,01 MICROSCOPIO / 01 ALL IN ONE,LEICA  / AIOS,522073  /  0Y29XV,
AE-114-22,2022,03-11-2022,EQUIPO,PABELLON CENTRAL,1,DERMATOMO  /  TAPA DE CIERRE  /  EMBUDO /  CONTENEDOR 3/4  /  BASE TAPA INFERIOR 3/4,ESCULAN ,GA341 / GA675 / GA678 / JN742 / JK789,
AE-116-22,2022,03-11-2022,EQUIPO,PABELLON CENTRAL,1,BOMBA DE ANESTESIA,FRESENIUS KABI,082381 21035061,
AE-115-22,2022,07-11-2022,EQUIPO,PABELLON CENTRAL,VARIOS,04 TUBO SUCCIÓN // 04 INSERTO TIJ. METZENBAUM CURVA / 05 ELECTRODOS ANGULAR MONOP,RUDOLF,COD. LP310-517 / COD. LP320-312 / COD. LP320-312,
AE-117-22,2022,08-11-2022,EQUIPO,ENDOSCOPIA,1,TUBING PARA GABINETE DE ENDOSCOPIOS,TORVAN MEDICAL,(16) X T1-CON-1F / (2) X T1-CON-2F,
AE-118-22,2022,08-11-2022,EQUIPO,OTORRINO,VARIOS,01 PINZAS COMPRESORA DE CARTILAGO / 01 TIJERA PARA SEPTO DENTADAS / 08 ELEMENTO SHAVER ,STORZ,REF.469600 / REF.468500 / REF.41304KKF,
AE-119-22,2022,16-11-2022,EQUIPO,PQC,1,CALENTADOR DE PACIENTE,3M,102267,
AE-120-22,2022,23-11-2022,EQUIPO,POLI CARDIOLOGÍA,1,TROTADORA,MORTARA,FVDC-7773,
